Tipo;Descripcion;Habitaciones;Baños;Área;Barrio;UPZ;Valor
Apartamento;Apartamento en venta en Chico Reservado;2;2;98;Chico Reservado;CHAPINERO: Chicó Lago + El Refugio;730000000
Apartamento;Apartamento en venta en Chico Norte;1;1;66;Chico Norte;CHAPINERO: Chicó Lago + El Refugio;724460000
Casa;Casa en venta en Suba;6;3;114;Suba;Suba;499000000
Lote;Lote en venta en Barrios Unidos;8;9;746;Barrios Unidos;Los Andes;2080000000
Casa;Casa en venta en Kennedy;6;3;210;Kennedy;Kennedy Central;320000000
Apartamento;Apartamento en venta en Barrios Unidos;2;1;36;Barrios Unidos;Los Andes;84000000
Casa;Casa en venta en Barrios Unidos;3;2;120;Barrios Unidos;Los Andes;129800000
Apartamento;Apartamento en venta en Barrios Unidos;3;2;81;Barrios Unidos;Los Andes;332500000
Apartamento;Apartamento en venta en Los Mártires;4;2;200;Los Mártires;La Sabana;600000000
Casa;Casa en venta en Barrios Unidos;3;2;120;Barrios Unidos;Los Andes;129800000
Apartamento;Apartamento en venta en Usaquén;3;3;151;Usaquén;Usaquén;670000000
Casa;Casa en venta en Engativa;4;3;150;Engativa;Engativá;199900000
Apartamento;Apartamento en venta en Usaquén;3;4;303;Usaquén;Usaquén;1250000000
Apartamento;Apartamento en venta en Bella Suiza;2;3;85;Bella Suiza;USAQUÉN: Country Club + Santa Bárbara;699927000
Casa;Casa en venta en Zona Noroccidental;3;5;187;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;1500000000
Apartamento;Apartamento en venta en Bella Suiza;3;3;93;Bella Suiza;USAQUÉN: Country Club + Santa Bárbara;775564000
Casa;Casa en venta en Barrios Unidos;3;3;116;Barrios Unidos;Los Andes;206375776
Apartamento;Apartamento en venta en Barrios Unidos;3;2;68;Barrios Unidos;Los Andes;145000000
Apartamento;Apartamento en venta en Barrios Unidos;3;2;101;Barrios Unidos;Los Andes;470000000
Apartamento;Apartamento en venta en Barrios Unidos;3;2;81;Barrios Unidos;Los Andes;332500000
Apartamento;Apartamento en venta en Chapinero Central;1;2;43;Chapinero Central;Localidad Chapinero resto;280500000
Casa;Casa en venta en Barrios Unidos;4;2;101;Barrios Unidos;Los Andes;157200000
Apartamento;Apartamento en venta en Cedritos;3;2;166;Cedritos;Usaquén;650000000
Casa;Casa en venta en Alhambra;3;2;197;Alhambra;La Alhambra;1100000000
Apartamento;Apartamento en venta en Kennedy;3;2;55;Kennedy;Kennedy Central;235000000
Apartamento;Apartamento en venta en Engativa;3;2;66;Engativa;Engativá;330000000
Apartamento;Apartamento en venta en Barrios Unidos;3;2;162;Barrios Unidos;Los Andes;470500000
Apartamento;Apartamento en venta en Bella Suiza;1;2;61;Bella Suiza;USAQUÉN: Country Club + Santa Bárbara;497391000
Apartamento;Apartamento en venta en Santa Barbara;1;1;59;Santa Barbara;USAQUÉN: Country Club + Santa Bárbara;395000000
Casa;Casa en venta en Barrios Unidos;4;2;101;Barrios Unidos;Los Andes;157200000
Casa;Casa en venta en Barrios Unidos;3;3;116;Barrios Unidos;Los Andes;206375776
Casa;Casa en venta en Suba;3;2;376;Suba;Suba;350000000
Apartamento;Apartamento en venta en Barrios Unidos;2;1;43;Barrios Unidos;Los Andes;155000000
Apartamento;Apartamento en venta en Puente Aranda;3;2;52;Puente Aranda;PUENTE ARANDA: Zona Industrial + Puente Aranda;322000000
Apartamento;Apartamento en venta en Suba;3;2;119;Suba;Suba;795000000
Casa;Casa en venta en Barrios Unidos;4;2;101;Barrios Unidos;Los Andes;157200000
Apartamento;Apartamento en venta en Bella Suiza;2;2;60;Bella Suiza;USAQUÉN: Country Club + Santa Bárbara;384000000
Apartamento;Apartamento en venta en Nicolas De Federman;1;1;55;Nicolas De Federman;Teusaquillo;249900000
Apartamento;Apartamento en venta en Gran Granada;4;2;80;Gran Granada;Garcés Navas;249900000
Casa;Casa en venta en Modelia;5;4;244;Modelia;Fontibón;950000000
Apartamento;Apartamento en venta en Chico Reservado;3;3;140;Chico Reservado;CHAPINERO: Chicó Lago + El Refugio;650000000
Apartamento;Apartamento en venta en Chico Reservado;4;5;360;Chico Reservado;CHAPINERO: Chicó Lago + El Refugio;2500000000
Apartamento;Apartamento en venta en Los Rosales;4;4;325;Los Rosales;CHAPINERO: Chicó Lago + El Refugio;2400000000
Apartamento;Apartamento en venta en Santa Barbara;3;2;105;Santa Barbara;USAQUÉN: Country Club + Santa Bárbara;525000000
Apartamento;Apartamento en venta en Los Rosales;3;4;279;Los Rosales;CHAPINERO: Chicó Lago + El Refugio;1740000000
Casa;Casa en venta en Usaquén;4;2;105;Usaquén;Usaquén;350000000
Casa;Casa en venta en Suba;13;9;633;Suba;Suba;1970000000
Apartamento;Apartamento en venta en Barrios Unidos;4;3;94;Barrios Unidos;Los Andes;439300000
Casa;Casa en venta en Kennedy;6;2;301;Kennedy;Kennedy Central;980000000
Casa;Casa en venta en Pasadena ;4;4;250;Pasadena ;;1500000000
Apartamento;Apartamento en venta en Pasadena ;1;2;49;Pasadena ;;340000000
Apartamento;Apartamento en venta en Santa Barbara;3;5;187;Santa Barbara;USAQUÉN: Country Club + Santa Bárbara;1500000000
Casa;Casa en venta en Barrios Unidos;4;5;182;Barrios Unidos;Los Andes;595000000
Bodega;Bodega en venta en San Patricio;2;1;19;San Patricio;USAQUÉN: Country Club + Santa Bárbara;120000000
Apartamento;Apartamento en venta en Chapinero;2;2;58;Chapinero;CHAPINERO: Pardo Rubio + Chapinero;435000000
Apartamento;Apartamento en venta en Barrios Unidos;3;3;82;Barrios Unidos;Los Andes;332000000
Apartamento;Apartamento en venta en Barrios Unidos;1;2;81;Barrios Unidos;Los Andes;575000000
Casa;Casa en venta en Barrios Unidos;3;1;64;Barrios Unidos;Los Andes;99920000
Apartamento;Apartamento en venta en Santa Barbara;3;4;159;Santa Barbara;USAQUÉN: Country Club + Santa Bárbara;960000000
Casa;Casa en venta en Fontibón;4;4;155;Fontibón;Fontibón;770000000
Apartamento;Apartamento en venta en Usaquén;3;3;101;Usaquén;Usaquén;460000000
Finca;Finca en venta en Barrios Unidos;6;6;8884;Barrios Unidos;Los Andes;1000000000
Casa;Casa en venta en Usaquén;2;2;82;Usaquén;Usaquén;455000000
Apartamento;Apartamento en venta en Barrios Unidos;3;2;48;Barrios Unidos;Los Andes;135000000
Casa;Casa en venta en Barrios Unidos;3;4;190;Barrios Unidos;Los Andes;897000000
Apartamento;Apartamento en venta en Barrios Unidos;3;2;96;Barrios Unidos;Los Andes;323100000
Apartamento;Apartamento en venta en Pontevedra ;3;3;76;Pontevedra ;La Floresta;450000000
Apartamento;Apartamento en venta en La Granja;2;2;54;La Granja;Boyacá Real;250000000
Apartamento;Apartamento en venta en Suba;3;4;235;Suba;Suba;1850000000
Apartamento;Apartamento en venta en Madelena;2;1;38;Madelena;Arborizadora;152000000
Apartamento;Apartamento en venta en Barrios Unidos;3;2;95;Barrios Unidos;Los Andes;259100000
Casa;Casa en venta en Barrios Unidos;3;3;119;Barrios Unidos;Los Andes;407342016
Apartamento;Apartamento en venta en Buenos Aires;3;1;50;Buenos Aires;Sosiego;130000000
Apartamento;Apartamento en venta en Suba;2;1;40;Suba;Suba;168000000
Apartamento;Apartamento en venta en Barrios Unidos;2;3;143;Barrios Unidos;Los Andes;1246000000
Casa;Casa en venta en Barrios Unidos;4;4;144;Barrios Unidos;Los Andes;500000000
Casa;Casa en venta en Fontibón;3;1;78;Fontibón;Fontibón;145000000
Apartamento;Apartamento en venta en Kennedy;3;1;42;Kennedy;Kennedy Central;120000000
Casa;Casa en venta en Palermo;20;4;292;Palermo;Galerías;900000000
Casa;Casa en venta en Usaquén;4;4;280;Usaquén;Usaquén;1200000000
Local;Local en venta en Zona Noroccidental;1;1;16;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;250000000
Casa;Casa en venta en Zona Noroccidental;3;1;62;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;140000000
Apartamento;Apartamento en venta en Cedritos;4;2;98;Cedritos;Usaquén;385000000
Apartamento;Apartamento en venta en Suba;3;1;60;Suba;Suba;160000000
Apartamento;Apartamento en venta en Zona Noroccidental;3;3;78;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;550000000
Apartamento;Apartamento en venta en Santa Barbara;2;2;80;Santa Barbara;USAQUÉN: Country Club + Santa Bárbara;580000000
Apartamento;Apartamento en venta en Usaquén;2;1;50;Usaquén;Usaquén;315000000
Apartamento;Apartamento en venta en Bogotá D.C;3;2;52;Bogotá D.C;Ciudad Salitre Occidental;355000000
Apartamento;Apartamento en venta en Usaquén;2;1;65;Usaquén;Usaquén;400000000
Apartamento;Apartamento en venta en Usaquén;5;4;142;Usaquén;Usaquén;650000000
Casa;Casa en venta en Engativa;8;3;215;Engativa;Engativá;620000000
Apartamento;Apartamento en venta en Santa Barbara;2;2;90;Santa Barbara;USAQUÉN: Country Club + Santa Bárbara;400000000
Casa;Casa en venta en Cedritos;3;3;130;Cedritos;Usaquén;550000000
Apartamento;Apartamento en venta en Zona Noroccidental;3;1;56;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;160000000
Edificio;Edificio en venta en Engativa;2;2;180;Engativa;Engativá;731000000
Apartamento;Apartamento en venta en Los Mártires;4;2;75;Los Mártires;La Sabana;670000000
Casa;Casa en venta en Zona Noroccidental;10;5;334;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;1050000000
Casa;Casa en venta en Teusaquillo;18;9;600;Teusaquillo;Teusaquillo;2500000000
Casa;Casa en venta en Engativa;9;5;396;Engativa;Engativá;750000000
Oficina/Consultorio;Oficina/Consultorio en venta en Chapinero;1;1;21;Chapinero;CHAPINERO: Pardo Rubio + Chapinero;130000000
Casa;Casa en venta en Kennedy;2;2;72;Kennedy;Kennedy Central;250000000
Apartamento;Apartamento en venta en Zona Noroccidental;3;1;60;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;160000000
Casa;Casa en venta en Pontevedra ;3;4;180;Pontevedra ;La Floresta;1000000000
Casa;Casa en venta en Santa Barbara;2;3;210;Santa Barbara;USAQUÉN: Country Club + Santa Bárbara;1500000000
Apartamento;Apartamento en venta en Zona Noroccidental;3;1;52;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;165000000
Apartamento;Apartamento en venta en Cedritos;3;3;92;Cedritos;Usaquén;615000000
Apartamento;Apartamento en venta en Cedritos;2;1;61;Cedritos;Usaquén;252000000
Apartamento;Apartamento en venta en Suba;3;2;79;Suba;Suba;345000000
Apartamento;Apartamento en venta en Santa Barbara;2;2;80;Santa Barbara;USAQUÉN: Country Club + Santa Bárbara;550000000
Apartamento;Apartamento en venta en Usaquén;4;2;72;Usaquén;Usaquén;270000000
Casa;Casa en venta en Suba;4;3;135;Suba;Suba;350000000
Casa;Casa en venta en Suba;4;3;135;Suba;Suba;350000000
Casa;Casa en venta en Suba;4;3;135;Suba;Suba;350000000
Apartamento;Apartamento en venta en Suba;3;1;60;Suba;Suba;142000000
Apartamento;Apartamento en venta en Suba;3;2;57;Suba;Suba;249500000
Casa;Casa en venta en Suba;3;3;83;Suba;Suba;325000000
Apartamento;Apartamento en venta en Suba;3;2;66;Suba;Suba;249000000
Apartamento;Apartamento en venta en Suba;3;2;65;Suba;Suba;298500000
Apartamento;Apartamento en venta en El Batán;2;3;88;El Batán;La Alhambra;400000000
Casa;Casa en venta en Teusaquillo;5;3;300;Teusaquillo;Teusaquillo;1330000000
Apartamento;Apartamento en venta en Chapinero;3;2;135;Chapinero;CHAPINERO: Pardo Rubio + Chapinero;600000000
Apartamento;Apartamento en venta en Barrios Unidos;2;1;49;Barrios Unidos;Los Andes;117000000
Oficina/Consultorio;Oficina/Consultorio en venta en Santa Barbara;1;1;116;Santa Barbara;USAQUÉN: Country Club + Santa Bárbara;1014570000
Casa;Casa en venta en Zona Noroccidental;4;1;47;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;185000000
Apartamento;Apartamento en venta en Suba;3;2;63;Suba;Suba;185000000
Apartamento;Apartamento en venta en Chico Navarra;4;5;359;Chico Navarra;USAQUÉN: Country Club + Santa Bárbara;1100000000
Apartamento;Apartamento en venta en Cedritos;4;3;117;Cedritos;Usaquén;470000000
Apartamento;Apartamento en venta en Suba;3;3;116;Suba;Suba;720000000
Casa;Casa en venta en Nicolas De Federman;5;4;340;Nicolas De Federman;Teusaquillo;2095000064
Apartamento;Apartamento en venta en Usaquén;1;2;55;Usaquén;Usaquén;360000000
Casa;Casa en venta en Santa Barbara;4;5;418;Santa Barbara;USAQUÉN: Country Club + Santa Bárbara;3200000000
Apartamento;Apartamento en venta en Barrios Unidos;2;2;69;Barrios Unidos;Los Andes;420000000
Apartamento;Apartamento en venta en Barrios Unidos;3;2;56;Barrios Unidos;Los Andes;230000000
Casa;Casa en venta en San Cristobal;3;2;69;San Cristobal;Sosiego;233000000
Casa;Casa en venta en Barrios Unidos;2;2;75;Barrios Unidos;Los Andes;199000000
Apartamento;Apartamento en venta en Barrios Unidos;2;2;60;Barrios Unidos;Los Andes;350000000
Apartamento;Apartamento en venta en Pasadena ;2;2;64;Pasadena ;;320000000
Casa;Casa en venta en Barrios Unidos;3;3;128;Barrios Unidos;Los Andes;311000000
Apartamento;Apartamento en venta en Barrios Unidos;3;2;105;Barrios Unidos;Los Andes;380000000
Apartamento;Apartamento en venta en Barrios Unidos;2;1;36;Barrios Unidos;Los Andes;100000000
Apartamento;Apartamento en venta en Barrios Unidos;2;3;88;Barrios Unidos;Los Andes;400000000
Apartamento;Apartamento en venta en Barrios Unidos;3;2;56;Barrios Unidos;Los Andes;145000000
Apartamento;Apartamento en venta en Barrios Unidos;1;2;70;Barrios Unidos;Los Andes;474500000
Apartamento;Apartamento en venta en Barrios Unidos;3;2;82;Barrios Unidos;Los Andes;290000000
Apartamento;Apartamento en venta en Barrios Unidos;3;2;87;Barrios Unidos;Los Andes;343000000
Apartamento;Apartamento en venta en Santa Barbara;2;3;136;Santa Barbara;USAQUÉN: Country Club + Santa Bárbara;620000000
Apartamento;Apartamento en venta en Barrios Unidos;4;1;60;Barrios Unidos;Los Andes;143000000
Apartamento;Apartamento en venta en Castilla;3;2;70;Castilla;KENNEDY: Castilla + Bavaria;330000000
Apartamento;Apartamento en venta en Barrios Unidos;3;3;60;Barrios Unidos;Los Andes;197000000
Casa;Casa en venta en Teusaquillo;3;1;600;Teusaquillo;Teusaquillo;1500000000
Apartamento;Apartamento en venta en Bella Suiza;1;2;58;Bella Suiza;USAQUÉN: Country Club + Santa Bárbara;498431000
Apartamento;Apartamento en venta en Usaquén;3;3;106;Usaquén;Usaquén;550000000
Apartamento;Apartamento en venta en Santa Paula;3;4;118;Santa Paula;USAQUÉN: Country Club + Santa Bárbara;650000000
Apartamento;Apartamento en venta en Suba;3;2;74;Suba;Suba;327900000
Casa;Casa en venta en Santa Barbara;3;4;200;Santa Barbara;USAQUÉN: Country Club + Santa Bárbara;800000000
Casa;Casa en venta en Bella Suiza;3;3;209;Bella Suiza;USAQUÉN: Country Club + Santa Bárbara;850000000
Apartamento;Apartamento en venta en Santa Paula;2;2;116;Santa Paula;USAQUÉN: Country Club + Santa Bárbara;690000000
Casa;Casa en venta en Chico Navarra;4;4;202;Chico Navarra;USAQUÉN: Country Club + Santa Bárbara;1500000000
Apartamento;Apartamento en venta en Usaquén;3;3;110;Usaquén;Usaquén;900000000
Casa;Casa en venta en Santa Paula;4;3;220;Santa Paula;USAQUÉN: Country Club + Santa Bárbara;1300000000
Apartamento;Apartamento en venta en Santa Paula;3;3;147;Santa Paula;USAQUÉN: Country Club + Santa Bárbara;830000000
Apartamento;Apartamento en venta en Usaquén;3;4;225;Usaquén;Usaquén;1400000000
Apartamento;Apartamento en venta en Cedritos;3;2;74;Cedritos;Usaquén;340000000
Apartamento;Apartamento en venta en Usaquén;2;3;79;Usaquén;Usaquén;550000000
Casa;Casa en venta en Teusaquillo;4;4;203;Teusaquillo;Teusaquillo;770000000
Casa;Casa en venta en Teusaquillo;3;4;420;Teusaquillo;Teusaquillo;2200000000
Casa;Casa en venta en Teusaquillo;6;5;3500;Teusaquillo;Teusaquillo;5500000000
Apartamento;Apartamento en venta en Cedritos;2;3;107;Cedritos;Usaquén;500000000
Edificio;Edificio en venta en Ciudad Bolívar;11;1;391;Ciudad Bolívar;CIUDAD BOLÍVAR: Monteblanco + El Tesoro + El Mochuelo;1600000000
Apartamento;Apartamento en venta en Chapinero;3;3;253;Chapinero;CHAPINERO: Pardo Rubio + Chapinero;2100000000
Apartamento;Apartamento en venta en Ricaurte;3;2;130;Ricaurte;La Sabana;350000000
Apartamento;Apartamento en venta en Zona Noroccidental;2;1;38;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;160000000
Apartamento;Apartamento en venta en Usaquén;3;4;230;Usaquén;Usaquén;1450000000
Apartamento;Apartamento en venta en Usaquén;3;2;94;Usaquén;Usaquén;450000000
Apartamento;Apartamento en venta en Usaquén;3;3;71;Usaquén;Usaquén;384500000
Apartamento;Apartamento en venta en Usaquén;2;2;91;Usaquén;Usaquén;1010000000
Apartamento;Apartamento en venta en Suba;3;1;59;Suba;Suba;169500000
Apartamento;Apartamento en venta en Suba;2;2;68;Suba;Suba;275000000
Apartamento;Apartamento en venta en Puente Aranda;2;2;77;Puente Aranda;PUENTE ARANDA: Zona Industrial + Puente Aranda;462000000
Apartamento;Apartamento en venta en Cedritos;2;2;71;Cedritos;Usaquén;394500000
Apartamento;Apartamento en venta en Nueva Autopista;1;2;59;Nueva Autopista;Los Cedros;368000000
Apartamento;Apartamento en venta en Teusaquillo;2;2;55;Teusaquillo;Teusaquillo;382000000
Apartamento;Apartamento en venta en Las Nieves;1;1;35;Las Nieves;SANTA FE: Las Nieves + Sagrado Corazón;295000000
Apartamento;Apartamento en venta en Usaquén;2;1;39;Usaquén;Usaquén;155000000
Apartamento;Apartamento en venta en Suba;3;2;86;Suba;Suba;404000000
Apartamento;Apartamento en venta en Suba;4;4;242;Suba;Suba;1250000000
Apartamento;Apartamento en venta en Chapinero;1;2;57;Chapinero;CHAPINERO: Pardo Rubio + Chapinero;395000000
Apartamento;Apartamento en venta en Suba;3;1;53;Suba;Suba;205000000
Apartamento;Apartamento en venta en Santa Barbara;1;2;66;Santa Barbara;USAQUÉN: Country Club + Santa Bárbara;453500000
Casa;Casa en venta en Kennedy;3;2;76;Kennedy;Kennedy Central;262000000
Apartamento;Apartamento en venta en Suba;1;1;43;Suba;Suba;270000000
Apartamento;Apartamento en venta en Suba;1;2;54;Suba;Suba;420000000
Apartamento;Apartamento en venta en Fontibón;3;2;43;Fontibón;Fontibón;162000000
Apartamento;Apartamento en venta en Usaquén;2;1;50;Usaquén;Usaquén;350000000
Apartamento;Apartamento en venta en Bella Suiza;2;2;60;Bella Suiza;USAQUÉN: Country Club + Santa Bárbara;384000000
Apartamento;Apartamento en venta en Usaquén;4;6;307;Usaquén;Usaquén;1500000000
Casa;Casa en venta en Usaquén;3;4;246;Usaquén;Usaquén;1350000000
Apartamento;Apartamento en venta en Chapinero;1;2;46;Chapinero;CHAPINERO: Pardo Rubio + Chapinero;365000000
Casa;Casa en venta en Engativa;5;3;210;Engativa;Engativá;310000000
Apartamento;Apartamento en venta en Puente Aranda;3;2;64;Puente Aranda;PUENTE ARANDA: Zona Industrial + Puente Aranda;228000000
Apartamento;Apartamento en venta en Santa Barbara;2;2;70;Santa Barbara;USAQUÉN: Country Club + Santa Bárbara;680000000
Apartamento;Apartamento en venta en Santa Barbara;2;2;63;Santa Barbara;USAQUÉN: Country Club + Santa Bárbara;310000000
Casa;Casa en venta en Puente Largo;2;4;189;Puente Largo;La Alhambra;950000000
Apartamento;Apartamento en venta en Cedritos;3;3;89;Cedritos;Usaquén;420000000
Apartamento;Apartamento en venta en San Patricio;1;1;47;San Patricio;USAQUÉN: Country Club + Santa Bárbara;430000000
Apartamento;Apartamento en venta en Chapinero;3;2;126;Chapinero;CHAPINERO: Pardo Rubio + Chapinero;895000000
Apartamento;Apartamento en venta en Chapinero;2;2;58;Chapinero;CHAPINERO: Pardo Rubio + Chapinero;435000000
Casa;Casa en venta en Barrios Unidos;3;4;190;Barrios Unidos;Los Andes;897000000
Apartamento;Apartamento en venta en San Patricio;1;1;47;San Patricio;USAQUÉN: Country Club + Santa Bárbara;430000000
Apartamento;Apartamento en venta en Antonio Nariño;4;3;162;Antonio Nariño;Restrepo;390000000
Apartamento;Apartamento en venta en Pasadena ;2;2;71;Pasadena ;;360000000
Apartamento;Apartamento en venta en Teusaquillo;2;1;59;Teusaquillo;Teusaquillo;350000000
Apartamento;Apartamento en venta en Barrios Unidos;3;2;71;Barrios Unidos;Los Andes;520000000
